source,target
Misawad kako a mimali.,我不再打球了。
Salongan ko tireng no fa'inayan a makakawang.,男生赤膊的身體很好看。
O widang ako ko mimetmetay to kamay ako.,是我的朋友握住我的手。
O maan kira waco?,那是什麼狗？
Mapaysinay ko matiraay a demak.,那種行為(事件)是很犯禁忌的。
Malaawaayay ko epoc no nitayalan no miso.,你的工作成果
Maolah mielo' kora wawa to ina nira.,那小孩喜歡向他的媽媽撒嬌。
Talaomah a mikamacal ci ama.,阿嬤去田裏摘草莓。
O samaso^soay ci Panay.,巴奈是最胖的人。
Hinatakaway kora tamdaw.,那個人是一個慣竊犯。
Mapaterik ci Mayaw naiotofay toya kasasontol nira to tao.,馬耀在他和別人撞車時從摩托車上彈落下來。
Patarodo'en a mimi^mi to hakhak!,用手指頭壓緊糯米！
Matefoc ko mi'adaay a tamdaw.,襲擊之人坐食其惡。
Pa'adifen ko taliyok nopadatengan no mita.,我們要設置籬笆圍菜園。
Datengen ko kakorot ni ina iso!,去採收你母親的苦瓜！
Kowad han niyam kira matomesay a pawti.,我們將滿滿的麻袋舉起來。
Tapay hananay kira kimciam.,那金針是用烘乾的。
Foteken ko mata no miso.,閉上你的眼睛。
O pita'ongan a romi'ad anini.,今天是敬拜上主的日子。
Ma'akonalay ko fa'inay no mako.,我的老公是個禿頭。
O pacpac hananay ko pipanay no i 'ayaway ho.,從前收割稻米時是用鞭打的方式脫穀。
Ma'afes ko manto a patelien i pinsiyang.,饅頭放在冰箱裡會很堅硬。
Pipatelac awaay ko sanay itisowanan.,沒有人叫你去犯錯的。
Liloc han no kolong kira lonalon.,那隻牛在洗泥濘的澡。
Macokcok ko paenen no kafoti'an no mako.,我房間的門被鎖住了。
O malakahahodingan no pilomaloma' i Taypak.,變成台北各住家的操場。
O 'oipc no ngalay kira masanekay.,那是口水弄溼的味道。
Maolah a makakalona kora waco a tatosa.,那兩隻狗很喜歡互相逗樂玩耍。
O tamorak ko sakalafi naira.,他們的晚餐是南瓜。
Macara no rarawraw ko foti' ako i dadaya.,昨晚我被吵鬧聲打擾。
O pasinafelan ni fayi kinian.,這是阿姨的菜園。
O mihedotay to nanom i matini kina mota.,這個馬達正在抽水。
Patongoden a misacicir i tini i katefadan no nanom.,在這水落之處接上水橋。
Madoka' ko wa'ay.,腳受傷。
O maan ko nipalihafan no tilifi?,電視傳播報的新聞內容是什麼？
Matoeco ko fitoka no miso.,你的胃很像大象。
"Namalasang a taloma' i, o polin nira i kafotian.",自他喝酒醉回來就倒在床上。
Midafo' to panay nani'ariri.,從倉庫舀稻穀出來。
Falod han nora kapah ko kasoy a patalaloma' nora kaolahan nira a kay^ing.,那青年捆綁木材送到他所喜歡的女孩家。
O kemot a demak nira kiraan.,那是他開玩笑的事。
Mikayat ci kaka to safa^ a romakat.,姐牽著妹妹走路。
Hinengen nira pakangala' ko i papotalay a tamdaw.,從壁繨裡偷看院外的人。
Karafitonay kora pisa'adecian niyam.,我們種植箭竹的地方長滿刺竹。
Papisepelen ci Nakaw i pala.,叫Nakaw去田裡砍牧草。
Parinomen ko mising iso.,你的裁縫機要掛上針。
Mitadem to mapatayay ko finawlan no mita anini.,今天我們的部落居民埋葬死人。
O kahengangay kira felalitic.,那隻牛蠅是紅色的。
I Taypak ko hecra no mita a no honi.,待回會兒我們就在台北落腳。
Karadadiwal koni 'alo.,這條河有很多蟋蟀。
O maloci'ay to kira kapot ita nani kaliepahan nira.,我們的朋友自喝酒的地方後話很多了。
Angcohen ko singsi tina wawa.,老師嗅覺到這小孩有尿臭味。
Safelot saan kira wawa a midangoy i tarawadaw.,那個孩子一意孤行到河邊游泳。
O ma'engiday kina karo' no mita saka mafadi' ko papah.,我們文旦樹葉會枯萎是因為內部被腐蝕的。
Mahepol to ko raraw nira.,他的罪被赦免了。
"Haloya kapot iso, katayni aca i loma' a malafi.",連那個你的同學也一起來家
Masongaliw ko radiw naira.,他們唱歌參差不齊。
O mikitangkoyay kira paliding a tayni.,那個車子是要採冬瓜的。
O cafay no mako ko wawa no miso.,你的孩子是我的同伴。
O miringiay ko pising nira wawa to faki nira.,那個孩子和他舅舅的臉很相像的。
Cikiling a maemin ko kaying a talaoamah.,小姐個個帶遮陽（雨）具上工。
Mangohed ko wadis ako to pikakaenan to piyang.,我的牙齒因愛吃糖而蛀牙。
O rocod no harateng niyam a miala to saseking i picodadan.,我們全神貫注取得學校的好成績。
Fowak saho ko nanom.,水才剛沸騰。
Kahengang san ko pising ni Panay a komaen to epah.,Panay喝起酒來臉紅紅的。
Mikolafaw ci mama i omah.,爸爸在田裏抓田鼠。
Iloh han no kapah ko pala na Osap a mi'adop.,青年燒獵Osap家的土地。
O cingiha'ay to kako i matini.,現在我已經有聲音了。
Maolah ci Saomah a misalama to fawo.,Saomah喜歡玩蟲。
O pikakereman to ko romi'ad i matini.,現在是傍晚時刻。
"Mahafelot no rengos ko wa'ay ako, saka mapolin kako.",我的腳被草捲到而讓我跌倒。
Hima hato ko parod no kaka iso.,安慰你哥哥的家人。
O fonga ko sakalahok ako anini.,我今天的午餐是地瓜。
Pacemet a pahanhan.,休息小睡片刻。
Mihadimel ci Osay a miasik to potal.,Osay小心地掃庭院。
Pasinangen ko hawan a talalotok a mikasoy.,上山時要使工作配刀很有力。
Malaso'or to ko soda.,冰塊溶解了。
Matocepi' no kolong ko kaci'icel no cepi' no kapah.,青年的腿力像牛腿一樣有力。
Aciya! Tadafangcal a tengilen ko radaiw no miso.,哇嗚！你的歌唱得真是好聽啊！
Helop han no kapah ko kafi no foting.,青年人將魚湯一飲而盡。
O no mako kiraan a foday.,那件衣服是我的。
Na'onen a romakat i lalan.,路上走路要小心。
Haliefong to fakeloh cira i 'alo.,他很喜歡丟擲石頭到河裏。
Awaay ko sapatenas no Pangcah i tiya ho to sinafel.,從前阿美族没有醋加味。
Pa'atayen ko masamisiay ko faloco' a salikaka.,給予沒有信心的弟兄姊妹多鼓勵。
Mikikay caira a mipanay.,他們使用機器割稻。
Naw^iro maolah ko roma a tamdaw a komaen to kangic hani?,為什麼有些人會喜歡吃鱷魚呢？
Wata ko karaaraay no kaciloma' no Pangcah i tokay.,都巿原住民
"Malecad ko nikaenan ita a felac, nikaorira, masasiroma ko pinangan ita.",我們吃一樣的米，卻有各式各樣的脾氣。
Mico^co ko Payrang to kaliomahan no Pangcah.,漢人侵蝕阿美族的生活領域。
Safel han kirana roni nipeco'an no miso i honi.,剛剛你採的絲瓜就煮起來。
Co'a'ang han niyam ko fali nani waliay.,我們向東逆風而上。
Mikida kita i pala.,我們在田裡採釋迦。
O wacowacoan ko loma' no mi'adopay.,獵人的房子都是狗群。
Papangkiwen a mitolang ko naromi'adan no mako.,我的薪水請增加一半。
Mikiskis ci mama to cikaf no foting.,爸爸刮魚鱗。
Cima ko pararitingay to 'ariray a mipawali.,是誰將玉蜀黍連結曬太陽的。
O palosayan niyam kora.,那是我們家的果園。
Aka pa'afofoen kako to tadah namo.,不要讓我承擔你們的債。
Lakaliyaliyaw saan ko papah to kasienawan.,冬天時樹葉片片都變黃了。
Mafali anini.,今天刮風。
O patamorongay to karetengay a maamaan ci faki i takowanan.,叔叔使我用頭頂扛很重的東西。
Enem ko toki kima a malingad to dafak.,我們早上六點鐘出發。
O nisanga'an ni mama a rakar konini.,這是爸爸做的魚籠。
Tatiih ko tireng no mi'owakay to epah a tamdaw.,那一口喝完酒的人的身體很不好。
Maridriday no singsi kako a minanam to sakalatamdaw.,我被老師引導成為有用的人。
Malamatayalay kora tawki.,那位老闆變成工人。
Cingangoso'ay ko aniniay a wawawawa.,現代的孩子有鼻環裝飾。
Maringeray kira mota i matini a mihedoc to nanom i fanaw.,那馬達現在在池塘裡抽水。
Caloway a mihawikid to tafo ko ci'alofoay.,有帶背包的人輕鬆帶便當。
Macekeroh no fali ko tamina niyam i riyar.,在海中我們的船被風推的。
Pa'atolen i lakelal a misefed pacomod to nanom i omah.,請在河邊堆疊築牆讓水引進水田。
Mafedi' ko saripa' nira.,他的腳底裂了。
Lepel han ko koko' 'iyok saan a masoni.,捉雞，雞咕咕地叫。
Namikayakay to kilang kako i nacila.,我昨天曾經爬過樹。
Pakefohen i nanom kira posi a paliloc.,把貓丟入水中洗澡。
Ciepocay a tamdaw ci Mayaw.,Mayaw是很有價值的人。
Kalat han no wadis ako ko sema ako.,我的牙齒咬了我的舌頭。
Maolah kako minanom to cikoliay a nanaom.,我喜歡有冰塊的水。
"Paca'efasen ko nanom i fanaw, tamilaliw ko tatiihay a nanom.",池塘的水要溢出來才會將污水流走。
Karadefit ciira.,他很愛生氣。
Fangcal ko tinayi' ninian a tamdaw.,這個人的心腸很好。
O sapasapad to pa'nan no loma' kinian.,這個是裝潢我們家地板的木材料。
"O cangal no mako to lifon, saka misalafii kako a matayal.",我對薪水嫌不足，我熬夜加班。
Pasairaen i papotal ko mata namo a minengneng to kangdaway a lotok.,把你們的眼睛朝向外面看綠山。
Maolah kako a mitengil to kongko.,我喜歡聽故事。
O 'imer ato korac no faloco ko sakarahoday no 'orip ita.,我們的生活和諧就是靠著潔淨和珍愛。
Lipahak ko malawawaay ko faloco' a tamdaw.,心像小孩的非常喜樂。
Malahok han ci akong iso.,跟你的阿公講吃飯了。
O maan ko tamataan no tayal ita?,我們工作的注意事項是什麼？
Koracen ko kadit no pising iso.,潔淨你那骯髒的臉。
Malaidangay kora tatosaay.,那兩人是朋友關係。
Cowa ka kiharen ako ciira.,我没有理會他。
Piliyas to masakefengay a fitawo'.,請避開窟窿的積水。
"Caka cikafong to ancingmaw ciira, saka mafaking no tayring ciira.",他未帶安全帽，所以被警察開罰單。
O sako'orip no tamdaw ko parod.,爐灶是人唯生的器具。
O marihaday to kako saka caito karomadaw kako i matini.,我現在不唱歌是因為我已聲音低沉了。
Mafana'ay misateker ci akong.,阿公很會設陷阱。
O kaciherangan no mako ci Mayaw mikapot i tamiyanan.,Mayaw的參與使我感到很放心(安心，踏實)。
Pamaraden to tata'angay ko pisaloma' i kalingko o karalonenay.,花
Pacikilen kora ni'ot'otan no miso a samiyay i nacila.,昨天你雕刻的作品要增加手指。
Adada ko falohang no mako.,我的胸部很痛。
O marikecay ko finawlan no Pangcah.,阿美族的族群是很遵守法則的。
Mifata'an kita mapolong.,我們一起採樹豆。
Tomes sato ko nanom i fakici no mita.,我們水桶的水裝得很滿。
Paekel han ciira!,壓他！
O lahok to ko saka ini no niyam nani pipaisingan.,我們從醫院回來已經是中午了。
Mihadefek ko ta'akay a lonen to cecay a niyaro'.,大地震全毀了一個城市。
O codah nora wawa ko sakapakacoli nira to tayring.,那孩子的勇氣使他能夠抵制警察。
Mi'asiloay ci kaka ako anini.,我哥哥今天去採檸檬。
Mifoheci ci mama to fata'an.,爸爸剝樹豆殼。
Macowa ko pilakowit no miso toya lotok?,你越過那座山的情形怎樣？
O citefonay ko pala niyam.,我們的田裡有水井。
Pacoyohen i nisanga'an iso a sapikolisimas a kilang.,要在你的聖誕樹上安置天使。
'Atep han to 'awol ko eli' malopatih.,用竹子挾住茅草當牆壁。
O mitatekohay caira a talalotok i matini.,現在他們去山上是去捉虎頭蜂。
Pararaw kora tamdaw i takowanan.,他把罪加於我。
Masakaying a nenengan ko wawa no miso.,你女兒已看似小姐了。
O ciwidiay ko fanaw no niyam.,我們的池塘有水蛭。
Maolah ko mito'to'ay to kilang no kamaya.,雕刻家最喜歡毛柿子樹。
Mikenaw ko kaying.,小姐們在採葱。
Da'emoh ko faloco' nira wawa.,那個孩子的心很柔軟。
Mikonon kami a milongec to pisolol no mato'asay.,我們跪著請求長輩的原諒。
O cipo'otay a selal caira.,他們是負責分肉的階級。
Ri'edoc saan ko faloco' nira wawa a miala to saseking to picodadan.,那個孩子一心一意想要得到好的學校。
Cafer han a miala ko simal i patiyamay ano minokay.,回來時順路到商店買油。
Mipadang ci mama to fiyaw a mipanay.,爸爸幫鄰居割稻。
Awaay ko sicikafay no takora'ay.,青蛙沒有魚鱗。
Pakongkoen kami to demak no miso.,請講你的故事給我們聽。
Lima celed ko niketosan no ina ako to hafay anini.,我媽媽今天收割五束小米。
Paonolen ni mama kako a midipot to safa.,父親賦予我責任照顧弟弟妹妹。
O mi'ocilay ci ina ako ci kakaan no mako a tayra i Takaw a miholol.,我的媽媽跟著我的姐姐去高雄玩。
Maolah kako a komaen to ci'okakay a titi.,我喜歡吃排骨。
Ma'atep to ko 'awol sapi'adipel.,籬笆的竹子已挾排完畢。
O silalangaway kira ni'adopan.,獵物長滿蒼蠅。
O maan ko ca'of no miso?,你的答案是什麼？
Pakaciparoden to kira kapah ita.,讓我們的年輕的孩子成家了。
O tadok ko misokadiay to 'onip.,是鴨踐踏秧苗的。
O dadongecen to ko nipalomaan a 'oway.,所種植的藤可以採藤心
Mapedped ko mitengilay to radaw ni Osay.,來聽烏賽唱歌的人人山人海。
"Pa'afadengen caay ko sanay no mako, o pitoror to lamal aca a cecay.",我只是推材助燃不是故意製造燒炭灰。
Malalifet kami a mafekac.,我們比賽跑步。
Ci mama ako ko micikeray to talo'an i pala.,是我的爸爸將田裡的工寮鎖住的。
Pakatofilen kira pi'ot'ot no miso to tamdaw.,你雕刻人像要加嘴唇。
Feli san ciira i takowanan to pida.,他給我錢。
Faecal ko lemed no mako i katayalan.,在公司裡我是很幸運的。
Awaay ko ondokay anini a mihecaan i picodadan no kaemangay a wawa.,小孩的學校裡今年沒有運動會。
Macacorok a mapapadang kami a malikaka a misaloma'.,我們兄弟互相輪流蓋房子。
Malakamay no mako kamo mapolang.,你們每一個人都成為我的手（意即助力者）。
Tadakakaya' ko fokes nora kaying.,那小姐的頭髮真長。
"Maliteng to kiso, caay ho kafalic ko pinangan.",你有年紀有了脾氣還是没有改變。
Maofang ko rilo' ako.,我的衣服破一個洞。
Marapicen kira ina to sapipatadah no wawa a micakay to loma'.,那位媽媽被孩子買房子的貨款連累了。
O pakawarakay to mato'asay ko kakawaw nira wawa.,那個孩子的行為使老人家生氣。
Aka to kararom kiso!,你不要傷心！
Matoka ci Aki.,阿基很懶惰。
Cadi'ci'en ci kaka ako a tomangic to doka' nira.,我姐姐因傷口痛得哭了。
Pa'aditen ho kira doka saan ko sowal no ising ta manga'ay a miliyas to pipaisinan a minokay.,醫生說先讓傷口結硬皮才可以離開醫院回家。
Pananawen a maemin ko wawa ta pakalahoken i sefi.,讓所有的孩子洗手後在廚房吃飯。
"Lonok han ko namo a komaen, aka kangodo.",你們隨意吃，不要客氣。
I tini a moraraw caira.,他們在這裡迷路。
Ta'ak ko ngiha' nira mama a mipapelo.,那位爸爸演講的聲音很大。
Howaden ko sapad!,將桌子抬高！
O mi'afalaay ci kaka no mako to tafo no paliw a talapala.,我哥哥用肩扛飯包送給田裡的農輪工吃。
O ma'osaway no kaka nira ko sakaranam no mako.,他的姐姐有把我的早餐留下來。
O pineneng to kaying ko sakatolo' ni kaka.,哥哥跌倒的原因是一直看小姐。
Cira ko mitengilay to sowal no mako.,是他最聽我的話。
O todatodaan ko fanaw no Tafalong.,太巴塱的池塘都是鰻魚。
Palacaleng han ni kaka ko fangas.,哥哥誤將苦楝樹當成松樹。
Lokes han iso kako.,你欺我太甚了。
No nima a sakales konian?,這是誰的梳子？
Ira nika fafelin no kolong i laeno no sera ko milonenay saan ko tao.,別人家說是牛在地底翻滾才會地震。
O cekor to no maamaan i takaraway a lotok.,我們在山上什麼都可以眺望。
O misa'eletay ko mama ako to tikking i pisaloma'an.,我爸爸在建築工場是
Mafala'ay a mato'asay ciira.,他是生肺病的老人。
O pa'ayaman no fiyaw kinian.,這是鄰居的雞舍。
Hai han ko sowal nira!,就同意她的話吧！
O safadowacen ko pisilsil to rawac.,把椽木排列成像肋骨一樣。
Tatiihay ko kinapatayay a demak.,自殺是一件很不好的行為。
O cirahoday ko hanhan no mita i kasienawan.,我們冬天的呼吸有蒸氣。
tamiyanan.,老師讓我們跪下來思考辛苦讓我們讀書的老人家。
Ira ko lotok ato riyar i taliyok no paniyaro'an niyam.,我們的部落的周遭有山和海。
Misakamok kita anini.,我們今天要製作節目。
Malokafong no mako kira sasifin.,那件毛巾成為我的帽子。
Mafana' mipa'olic ko miki'eciway i kailisinan.,領唱者在豐年祭時很會加詩詞在歌曲裏領唱。
'Opic en ita ko fodoy a maemin saan ci kaka ako.,哥哥叫我們每一個人衣服
Falatfat so ko fo'is to dadaya.,夜間星星閃閃發光。
Mikiwli ho kako hasakalafi.,我摘一下黃瓜晚餐食用。
Pitosor han nira ko ina nira a milongoc.,他跪下來求他的媽媽。
Cifafoy ko fiyaw niyam.,我們的鄰居有養豬。
Mapacidal ko 'awol a 'akong sato.,竹子被太陽曬到彎曲。
O mi'alawaay to impic no mako ci ira.,她搶了我的鉛筆。
Kadat han ni Panay ko fokes ni Osay.,Panay梳Osay的頭髮。
Adihay ko falidas itini tona lotok.,這座山長滿了很多的山棕。
O citopiay kina loma'.,這戶有鴿子。
Kalasapacpac han nira ko fodoy.,他將衣服當作鞭打的工具。
Kararadiw kora tamdaw.,那個人很愛唱歌。
Caka 'arengeren kako to tadimtimay.,我不覺得兔兒菜很苦。
Cicanemay ko 'orip naira a mararamod.,他們夫妻遭遇厄運。
Maolah ko safa ako a miriri' to fanol.,我的弟弟喜歡養鴿子。
Ci ca'elay to kapa kita.,我們要披上雨衣。
Lalima ko nidipotan nira a wawa.,她照顧/收養五位小孩。
Pacilah ci ina to sinafel.,媽媽放鹽在菜餚中。
'Olid han no wawa ako ko wawa iso.,我的孩子找你的孩子約會。
Adihay ko topi i fadahong no loma' niyam.,在我家的屋頂有很多鴿子。
Paci^ci kami tina 'orad no romi'ad a talalotok.,我們冒著在這雨天的雨勉強上山。
"""Kasasiolah kamo a malikaka"" saan ko limo'ot ni ina.",大舅舅勉勵我們兄
Aka palaci'ci to tarimasa' no lomaloma'an.,不要把家裡的水溝看成是溪溝。
Kalasapad han noya wawa a micodad.,那小孩將椅子當作桌子寫字。
"Ano o 'adit to ko doka' iso i, o saka adahananay to.",如你的傷口已經結硬皮時就表示快好了。
Misasing ciira to sapikacedo.,他照相是要用來製作電影。
O malakahengangay ko lodi' i kakarayan.,天上的晚霞變成紅色的。
Miso'edac kita to sa'owac a mi'adop.,我們從溪溝逆流而上去打獵。
O ma'analay ko rayray no paro no loma' niyam tahamatini.,我們的傳統家族成員到現在都是禿頭的。
Cifolangay kira kafi.,那個湯有氣泡。
O maan ko kakalahan no miso?,你急什麼呢？
O kakalomelaan ko molaliway a nanom i ringasa' ita.,那從我們田埂放水處水都流失非常可惜。
Nawiro macopelakay a pawli ko nikaenan no miso?,你為什麼吃未成熟的香蕉呢？
Parokitacen ko sapi'adawis to 'icep.,伸長那支採檳榔的長竿。
Malangohah ci Mayaw aci Panay.,馬耀和巴奈在談戀愛。
O sepal ko sapakaen to kolong anini.,今天牛要餵牧草。
Pakararom kiso to faloco' no mako.,你使我傷心。
Mifawa iso a mikakoy kora pawti no panay haw?,你抬得動那米袋嗎？
O pa'aresingay kina kietecay a fali to dafak.,清早的冷風製造露水。
Micepetay to sasifin kako i matini.,我正在扭乾毛巾。
Milaliw koya marofoay a tamdaw.,那個囚犯逃走了。
Micoca' ko 'arapar no lamal.,火星傷眼。
Misatokitok ko tayal niyam a maroray.,我們連續工作非常累人。
Cipayso kako.,我有錢。
O cirihadayay ko faloco' no kakeridan no mita.,我們的領導者心中有和平的。
Minokay cira anohoni.,他待會就會回來。
Mapa'adeteng ko fodoy no mako a citilid to kahengangay.,我的衣服被樹汁沾染上紅色的。
Misawirok ko to'as no 'Olalip.,屋拉力(鶴岡)部落的祖先種植文旦柚。
Awaay ko hikitasi no sapad no mako.,我的桌子没有抽屜。
O pacokeray to 'orip no mako ko salikaka.,弟兄姐妹們是我生活的支撐者。
Ira ko pakaepeday to fodoy a nanom anini.,現在有使衣服柔軟的水。
"Panawiroen haca nifaki ko kararoton no sowal, saadihay sato ko nawiro.",阿公講話的連接處都有”為什麼”顯得太多為什麼了。
'Owid han no mita kira kikay a pasadak nani laloma'.,我們從裡面用鐵槓將機器移出。
Mi'adiyam ko Pangcah i palapalaan.,原住民在田野採集生薑。
Mitiko ko kapah a mafekac a talaomah a mipawsa.,年輕人跑步返回田裡送便當。
Misafiyok ko fali.,吹一陣風。
Misanga' ci Akong ako to cokor.,我的阿公製作拐杖。
O mapakakahongay to ko kohaw.,湯已放了飛魚。
Yakayak sato ko tatiihay a sowal i niyaro' no mita.,我們部落散播了不好的謠言。
Masa'ika'ikay ko soreda i riyar a manawnaw.,呈塊狀的冰塊在海上漂流。
O masaciciway ho ko han no mako.,我要的是還是小豬樣的。
O paimpican no mako kora.,那是我的鉛筆盒。
Mocirid ko kimad no wawa ita.,我們孩子的演講偏離主題了。
Mi'enoc to sopa'.,吞下口水。
Ranikay ko tayal niyam anini a romi'ad.,我們今天的工作很快。
Cifiko ci ina no mako i demi'.,我媽媽廚房有糯米酒。
Karkar han nira ko cecay a facal a mipaloma to kodasing.,他挖了一畦地用來種花生。
Awaay to ko kamakamay a milosimet to loma'!,沒有多餘的閒手打理家裡。
Maongang kako.,我真笨。
O kaci'atay kiso a midimokos to niyaro' no tireng.,希望你有心惦記你自己的部落。
O mi'inipay kako to takid i matini.,我正在啜飲酒。
Dimata' han ni kaka ko capox.,哥哥肩挑著秧苗。
O sakaapaan kira lasang.,醉酒使人亂性。
Adihay ko micomoday i caholak a foting.,有很多魚進到螺形竹籠裡。
Pananomen ko waco.,請給狗喝水。
Mipaca'enget ko kodic to tireng.,皮膚病使身體發癢。
Papicapeten to piyang kira lotong!,叫猴子接住糖果。
O nisaaraawan nira kora fafahiyan nira.,他的妻子是他所心儀的那位。
Aenemay ko wawa no waco.,狗有六隻小狗。
Awa ho ko cengo' nonini a kilang.,這棵樹還没發芽。
Pasanengsengen no niyam ko tao a makero.,我們讓別人看見跳舞時的帥氣。
O ma'akikay no cidal a maemin kora nipalomaan no mako a hana.,我種的花全被太陽曝曬枯乾了。
Milalo ko misafononay to sasacapoxen a panay.,農夫浸泡要做成秧苗的稻穀。
"Karatar a lomowad, i'ayawaw no tomok kiso.",要早起，不然會被頭目懲罰。
Mikolas kita to panay anini.,我們今天去除稻子的間苖。
O coyoh no mita ko ina.,我們的天使是媽媽。
"Maso'aw kako, pafelien kako to nanom.",我口渴，請給我水。
Mikilim to mamalo dotoc ako.,我在尋找我的繼承人。
O nika'odangan nira kiraan a tadah nira.,他犯通姦罪而積欠債務。
O papara'an no kaysing kiraan.,那是碗的底部。
Paparariden no mako ko kalahitay no mako.,我要使我的兵役延長。
Kimolo ko tangal nina wawa.,這小孩的頭真圓。
Kaacekan ko ota' no malasangay a tamdaw.,醉酒人的嘔吐物最髒。
Ci'alongdas ko lalinik no talo'an.,工寮的床底下有錦蛇。
O kalifotan ko matiraay a demak.,那種事是令人感到麻煩的。
Misatadem kami anocila.,我們明天要去造墓。
Copelak ko mangtaay a alopal.,未熟的柿子味道很澀。
Moecel ko faloco' ni mama ako.,我爸爸的心正直。
O nga'ayay ko nanowang no tireng ita.,我們身體搖動是有益處的。
"""Nanay rihaday kita"" saan ci Mayaw a minanay.",馬耀許願說：「希望大家都很平安。」。
Mapaloma ko 'icep i taliyok no loma' niyam.,我們家四周種滿檳榔。
Miki'odax koya wawawa talakiyokay.,小孩子到教會想分得糖果。
Palata'angen no mita ko wacay no widang ita.,我們讓朋友的見証更獲稱
O codah no kapah no niyaro' ko kahemekan no tomok.,頭目所讚賞的是青年的勇敢表現。
O colok niyam to fafoy no lotok.,我們就直接用槍矛刺穿山豬。
Kaipaenan kiso a tomireng.,你在門口站著。
Karangoyos ko malasangay a tamdaw.,喝酒醉的人很多嘴。
O ni'odotan no tao kira rara ita i lalan.,那個孩子在路上被別人欺負。
O tepi' ko sapikeling ni ina to kolasing.,媽媽用木匙炒花生。
O apac nira ko adihayay talapicodadan.,他到校遲到比準時還多。
Malahitay ciira to misikangay.,他當自願兵。
Malasingsi ko wawa no salikaka ako.,我兄弟姐妹的孩子當老師。
"Kilim han ho to cecay a romi'ad, ano awa ho a makilim koya kolong i, ta talaimeng a mikipadang.",先找個一天的時間，若還没找到那隻牛再去派出所尋求支援。
O moecelay a tamdaw cira.,他為人很正直。
I faloay ko widi to dafak ko lowad no mita a talalotok.,明天早上八點我們就出發上山。
Kelacen ni ina ko impic no wawa nira.,媽媽為她的小孩削鉛筆。
Aloman ko malaecaananay i kakoisin anini.,現在各醫院有很多生病不起的。
"Limo'oten no singsi kami, ""kalalok a midademak"" saan.",老師訓我們做事要勤勞。
Calap aka ka saan to sala'edan no omah no mita.,不要越界侵占我們之間的邊界。
O malikeday no salil kira ma'ecel i lotok.,那隻山羌在山上被網子圈住了。
Fangcalay a tengilen ko radiw ni Osay.,Osay歌唱得很好聽。
Pararitingen ko tofotofor a mikayat a pataloma'.,將所有小牛連結起來牽回家。
Makosiw ko koliciw ako.,我的單車故障。
Coled han i cofel ko hawan iso.,將你的刀插入刀鞘裡。
Fayo' san kako tora 'icep.,我吃了那顆檳榔後胸悶並冒冷汗。
Tanotosiya saan i lalan no Taypak.,台北的馬路都是車子。
O pi'adadongacan niyam kira lotok.,那座山就是我們抓甲蟲的地方。
Maedeng sepat polo' ko mihecaan ni Namoh.,Namoh的年紀大約40歲。
O karafanohay ko tireng no to'as niyam.,我們長輩的身體長很多毛。
O patilo'ay to nikafekac to tamdaw kira waco.,那隻狗就是使跑步的人跌倒。
Malali'ay to ca Mayaw aci Kolas.,Mayaw和Kolas合好了。
"Faedet kora kafi, naonen a mikafi.",那個湯很燙，小心地喝。
Ma'ocekoy ko tangal noya kaying a romakat to ngodo nira.,那位小姐害羞得低著頭走路。
Konoc han ko cecay a opih nora 'ayam.,拔那隻鳥的一根毛就好。
Kalasapaiyo han nira kora datimtimay.,他將兔兒菜當藥草來吃。
"Cerem saho ko cidal, minokay to kami.",太陽一下山，我們就回家。
Fana' sa ho ko safa ako a romakat.,我的弟弟才剛學會走路。
Miepec kora tamdaw i takowanan.,那個人瞧不起我。
O padadingoay i tisowanan kira codad.,那些書本害你戴上眼鏡。
Palopisaken ni Kolas ko kolong nira a komaen to rengos.,Kolas把他的牛群分散吃草去。
"Liti' han ni Mayaw ko waco nira, nawhan lalimaay ko waco naira.",Mayaw將他的狗給閹了，因為他已有五隻狗了。
Papikayakayen kira fila' i 'icep.,讓荖葉爬上檳榔樹。
O nisanga'an to tingting ko karahay.,遮陽（雨）具是用芒草穗莖所製成的。
Misatefon ko yofayof no Tafalong.,太巴塱的水田小組鑿水井。
O cihafayay a tamdaw caira.,他們是有錢人家。
Awaay ho ko malacongtongay no Pangcah tahaanini.,直到今天阿美族尚無人當過總統。
Dawaen ko 'ada no miso I kalaloodan.,在戰場上打敗你的敵人。
O morekohay ko kikay niyam i nangatoan a maomah.,我們的機器在剛開始的工作中一動也不動的。
O mifoloday kako i tamowanan a tayra i picodadan.,我是要跟隨著你們一起到學校。
Halikowaw ci Mayaw to ma'icangay.,Mayaw愛吃乾的飛魚。
Esa han ko dateng ko sanga'ayay.,燙青菜吃最健康。
O 'olal no mako caira a maemin.,他們全部都是我的同學。
Tanokakonah saan ko sinasera ita.,我們的地板很多螞蟻。
Wata ko pikalat no sowal iso.,你的話真傷人。
Cacay to a lipay a maciker kina loma'.,這個家已經鎖住一個禮拜了。
Mihima ci ina tora mapatayay ko fa'inay a tamdaw.,媽媽去安慰那個死了丈夫的婦人。
Hapinangen a mitengil ko sowal no mako.,請仔細聽聽我的話。
Mafetir ko 'atimela.,跳蚤彈出去。
Limela kita to sifana' no mato'asay.,我們很珍惜老人的智慧。
Mangawi' cira to sowal.,他說話口不擇言。
O misi'ay kiso i kamisi'an haw?,你是在廁所尿尿嗎？
A misi' kita anohoni i pitalaan to fasu.,待會兒我們在車站尿尿。
